utt,intent,partition
is there a way to roll over my 401k,rollover_401k,val
is it possible to rollover my 401k,rollover_401k,val
am i able to rollover my 401k,rollover_401k,val
how should i rollover my 401k,rollover_401k,val
i need help with my 401k rollover because i just got a new job,rollover_401k,val
how do i do a 401k rollover when switching to a new job,rollover_401k,val
due to getting a new job i need assistance with my 401k rollover,rollover_401k,val
im at a new job and i need to do a 401k rollover how do i do this,rollover_401k,val
what are you suppose to do with a 401k rollover when getting a new job,rollover_401k,val
how do i rollover my 401k,rollover_401k,val
rolling over my 401k help,rollover_401k,val
assistance in rolling over my 401k,rollover_401k,val
401k rollover help,rollover_401k,val
rollover my 401k assistance,rollover_401k,val
who is your designer,who_made_you,val
what company is responsible for your design,who_made_you,val
who is responsible for your design,who_made_you,val
what firm is responsible for your design,who_made_you,val
who were you created by,who_made_you,val
what is the company that made you,who_made_you,val
who are you manufactured by,who_made_you,val
who is your manufacturer,who_made_you,val
who makes you,who_made_you,val
what organization manufactures you,who_made_you,val
whos your creator,who_made_you,val
what manufactures you,who_made_you,val
who is the person responsible for creating you,who_made_you,val
who brought you into existence,who_made_you,val
who formed thou,who_made_you,val
who conjured you,who_made_you,val
who programmed you,who_made_you,val
where were you programmed,who_made_you,val
what company designed you,who_made_you,val
who or what programmed you do you know,who_made_you,val
whats the travel time to redmond right now,distance,val
travel time to bend oregon,distance,val
how long will the trip to portland be,distance,val
how long is it going to take me to get to bellevue,distance,val
how long will it take to get to tacoma,distance,val
how long is the drive to the closest gas station,distance,val
how much time to drive to the closest bank,distance,val
can you tell me the drive time to the nearest gas station,distance,val
i need to know how long it will take me to get to the bank,distance,val
how long will it take for me to get to the gas station,distance,val
what is the remaining time until we are at our destination,distance,val
how many miles away am i from madison square garden,distance,val
how long would it take to get to chicago by bus,distance,val
how long to seattle on a bus,distance,val
how long is it to ann arbor by bus,distance,val
how long to washington dc on a bus,distance,val
if going to lake placid ny how long would it be by bus,distance,val
what is the average time it takes to get to target in los angeles,distance,val
can you please tell me how long it will take to get to target in austin,distance,val
how long would it take to get to mcdonalds in houston,distance,val
do you know who i am,user_name,val
do you have my name programmed,user_name,val
do you think my name is jeff,user_name,val
is joey my name,user_name,val
tell me my name,user_name,val
say my name in a sentence,user_name,val
what is my name,user_name,val
tell me my name the way its saved,user_name,val
tell me what my name is,user_name,val
how is my name saved,user_name,val
which way do you have my name saved,user_name,val
in what form is my name saved,user_name,val
how does my name appear,user_name,val
how is my name saved aw,user_name,val
how do you show my name,user_name,val
do you know what my name is,user_name,val
are you able to call me by my name,user_name,val
what do you want to call me,user_name,val
what is the name you would use for me,user_name,val
what name is saved for me,user_name,val
what is the timezone of saigon,timezone,val
what timezone is hanoi in,timezone,val
what timezone do ho chi minh use,timezone,val
what timezone is honolulu in,timezone,val
what timezone is paris in,timezone,val
which time zone is germany is in,timezone,val
what are the time zones of russia,timezone,val
which time zones does european countries use,timezone,val
what is the time zone of china,timezone,val
tell me the timezone for hong kong,timezone,val
which timezone contains the city of orlando,timezone,val
british columbia can be found in what timezone,timezone,val
in what timezone is atlanta located,timezone,val
give me the timezone where vancouver is,timezone,val
what timezone is the country in,timezone,val
is the timezone there different,timezone,val
whats the timezone over there,timezone,val
whats londons timezone,timezone,val
do you know londons timezone,timezone,val
what timezone is london in,timezone,val
i want you to skip past this song to the next track,next_song,val
please skip this song and go to the next one instead,next_song,val
would you skip past this song and just play what comes next,next_song,val
i dont want to hear this song just play the next one,next_song,val
lets skip over this song and listen to the next tune instead,next_song,val
would you play the next song,next_song,val
i want you to skip this song,next_song,val
i need for you to skip this song,next_song,val
please skip this song for me,next_song,val
