id,utt,intent,partition
617,how much money is in all of my bank accounts,balance,val
618,how much money is in my bank accounts,balance,val
619,can you tell me how much money i have i my bank accounts,balance,val
620,please double check my reservations for six at mani,confirm_reservation,val
621,confirm my johnny rockets reservation for this evening,confirm_reservation,val
622,confirm four for my reservation at fiji,confirm_reservation,val
623,make sure my flower bar reservation is scheduled for tomorrow,confirm_reservation,val
624,please double check on my reservations for buffalo wild wings at five for the game,confirm_reservation,val
625,i would like to try and confirm that i have a reservation at applebee's for kristen,confirm_reservation,val
626,i would like to try and confirm that i have a reservation at chili's for bart,confirm_reservation,val
627,i would like to try and confirm that i have a reservation at longhorn for justin,confirm_reservation,val
628,i would like to try and confirm that i have a reservation at outback for josh,confirm_reservation,val
629,i would like to try and confirm that i have a reservation at carrabbas for heather,confirm_reservation,val
630,i want to confirm friday's reservation at 2:00,confirm_reservation,val
631,confirm my friday reservation at 2:00,confirm_reservation,val
632,i am here to conform my friday reservation at 2:00,confirm_reservation,val
633,you know the reservation i have on 2:00 friday i confirm it,confirm_reservation,val
634,i'd like to confirm the 2:00 reservation for friday,confirm_reservation,val
635,check to see if i am still booked to be eating at gusto handcrafted pasta & pizza at 6:30 pm,confirm_reservation,val
636,is my dinner reservation for gusto handcrafted pasta & pizza at 6:30 pm still valid,confirm_reservation,val
637,please call gusto handcrafted pasta & pizza and ask them about the status of my reservation for 6:30 pm,confirm_reservation,val
638,will you check to see if i am still reserved for 6:30 pm at gusto handcrafted pasta & pizza,confirm_reservation,val
639,please confirm my reservation for dinner at gusto handcrafted pasta & pizza at 6:30 pm,confirm_reservation,val
640,may you stop a paymet on my account,freeze_account,val
641,how we stop my account,freeze_account,val
642,can you place a stop on my account,freeze_account,val
643,can we stop my bank account,freeze_account,val
644,please put a block on my capital one account immediately,freeze_account,val
645,please put a block on my discover account immediately,freeze_account,val
646,please put a block on my regions account immediately,freeze_account,val
647,please put a block on my wells fargo account immediately,freeze_account,val
648,please put a block on my us bank account immediately,freeze_account,val
649,i need you to act swiftly and freeze all activity on my capital one checking,freeze_account,val
650,place a hold on my chase money market market account at once,freeze_account,val
651,i need to block all transactions from going through on my citi checking account straight away,freeze_account,val
652,please immediately block my navy federal credit union account,freeze_account,val
653,can you initiate a block on my bank of america checking asap,freeze_account,val
654,i need my savings account placed under a block as soon as possible,freeze_account,val
655,please put a hold on my retirement account right now,freeze_account,val
656,i need a block placed right away on my joint checking account,freeze_account,val
657,i want a block placed on my checking account right away,freeze_account,val
658,i want a block placed on my college fund account immediately,freeze_account,val
659,can you please freeze my account,freeze_account,val
660,will my 401k rollover,rollover_401k,val
661,will my 401k carryover,rollover_401k,val
662,will my 401k carryover or not,rollover_401k,val
663,can my 401k rollover or not,rollover_401k,val
664,could my 401k be rolled over,rollover_401k,val
665,can the 401k i have be rolled over,rollover_401k,val
666,is there a way to roll over my 401k,rollover_401k,val
667,is it possible to rollover my 401k,rollover_401k,val
668,am i able to rollover my 401k,rollover_401k,val
669,how should i rollover my 401k,rollover_401k,val
670,i need help with my 401k rollover because i just got a new job,rollover_401k,val
671,how do i do a 401k rollover when switching to a new job,rollover_401k,val
672,due to getting a new job i need assistance with my 401k rollover,rollover_401k,val
673,"i'm at a new job and i need to do a 401k rollover, how do i do this",rollover_401k,val
674,what are you suppose to do with a 401k rollover when getting a new job,rollover_401k,val
675,how do i rollover my 401k,rollover_401k,val
676,rolling over my 401k help,rollover_401k,val
677,assistance in rolling over my 401k,rollover_401k,val
678,401k rollover help,rollover_401k,val
679,rollover my 401k assistance,rollover_401k,val
680,who is your designer,who_made_you,val
681,what company is responsible for your design,who_made_you,val
682,who is responsible for your design,who_made_you,val
683,what firm is responsible for your design,who_made_you,val
684,who were you created by,who_made_you,val
685,what is the company that made you,who_made_you,val
686,who are you manufactured by,who_made_you,val
687,who is your manufacturer,who_made_you,val
688,who makes you,who_made_you,val
689,what organization manufactures you,who_made_you,val
690,who's your creator,who_made_you,val
691,what manufactures you,who_made_you,val
692,who is the person responsible for creating you,who_made_you,val
693,who brought you into existence,who_made_you,val
694,who formed thou,who_made_you,val
695,who conjured you,who_made_you,val
696,who programmed you,who_made_you,val
697,where were you programmed,who_made_you,val
698,what company designed you,who_made_you,val
